sample_id,obs_id,strain_id,count
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_017,str_017,384
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_017,str_017,341
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_017,str_017,135
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_017,str_017,119
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_018,str_018,1630
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_018,str_018,1410
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_018,str_018,1127
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_018,str_018,746
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_018,str_018,625
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_018,str_018,447
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_018,str_018,1498
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_018,str_018,1361
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_018,str_018,1140
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_018,str_018,973
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_018,str_018,580
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_018,str_018,359
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_018,str_018,1430
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_018,str_018,1431
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_018,str_018,1096
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_018,str_018,867
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_018,str_018,547
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_018,str_018,409
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_019,str_019,603
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_019,str_019,559
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_019,str_019,412
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_019,str_019,306
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_019,str_019,235
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_019,str_019,166
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_019,str_019,419
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_019,str_019,429
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_019,str_019,327
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_019,str_019,355
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_019,str_019,245
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_019,str_019,153
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_019,str_019,594
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_019,str_019,652
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_019,str_019,398
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_019,str_019,333
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_019,str_019,199
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_019,str_019,143
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_020,str_020,825
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_020,str_020,897
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_020,str_020,609
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_020,str_020,646
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_020,str_020,336
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_020,str_020,291
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_020,str_020,1109
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_020,str_020,844
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_020,str_020,797
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_020,str_020,646
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_020,str_020,359
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_020,str_020,251
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_020,str_020,842
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_020,str_020,812
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_020,str_020,868
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_020,str_020,563
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_020,str_020,386
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_020,str_020,288
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_021,str_021,887
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_021,str_021,659
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_021,str_021,710
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_021,str_021,466
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_021,str_021,210
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_021,str_021,167
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_021,str_021,731
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_021,str_021,648
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_021,str_021,612
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_021,str_021,350
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_021,str_021,286
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_021,str_021,162
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_021,str_021,902
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_021,str_021,670
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_021,str_021,536
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_021,str_021,486
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_021,str_021,250
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_021,str_021,166
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_022,str_022,775
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_022,str_022,781
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_022,str_022,743
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_022,str_022,460
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_022,str_022,334
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_022,str_022,265
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_022,str_022,657
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_022,str_022,529
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_022,str_022,553
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_022,str_022,460
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_022,str_022,278
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_022,str_022,250
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_022,str_022,751
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_022,str_022,714
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_022,str_022,628
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_022,str_022,477
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_022,str_022,358
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_022,str_022,223
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_023,str_023,841
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_023,str_023,875
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_023,str_023,530
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_023,str_023,639
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_023,str_023,413
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_023,str_023,290
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_023,str_023,985
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_023,str_023,805
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_023,str_023,670
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_023,str_023,493
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_023,str_023,374
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_023,str_023,262
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_023,str_023,781
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_023,str_023,890
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_023,str_023,580
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_023,str_023,584
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_023,str_023,351
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_023,str_023,243
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_024,str_024,603
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_024,str_024,686
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_024,str_024,433
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_024,str_024,274
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_024,str_024,286
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_024,str_024,177
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_024,str_024,685
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_024,str_024,507
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_024,str_024,467
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_024,str_024,360
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_024,str_024,233
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_024,str_024,154
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_024,str_024,530
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_024,str_024,638
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_024,str_024,431
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_024,str_024,298
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_024,str_024,261
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_024,str_024,180
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_025,str_025,1033
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_025,str_025,851
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_025,str_025,649
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_025,str_025,583
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_025,str_025,297
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_025,str_025,229
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_025,str_025,1047
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_025,str_025,764
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_025,str_025,652
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_025,str_025,427
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_025,str_025,301
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_025,str_025,195
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_025,str_025,979
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_025,str_025,943
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_025,str_025,702
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_025,str_025,432
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_025,str_025,337
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_025,str_025,174
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_026,str_026,1186
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_026,str_026,1051
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_026,str_026,822
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_026,str_026,707
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_026,str_026,313
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_026,str_026,275
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_026,str_026,1021
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_026,str_026,1079
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_026,str_026,1020
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_026,str_026,703
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_026,str_026,397
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_026,str_026,314
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_026,str_026,1533
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_026,str_026,1059
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_026,str_026,1023
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_026,str_026,584
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_026,str_026,306
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_026,str_026,276
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_027,str_027,1122
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_027,str_027,888
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_027,str_027,774
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_027,str_027,526
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_027,str_027,314
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_027,str_027,206
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_027,str_027,1120
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_027,str_027,715
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_027,str_027,651
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_027,str_027,481
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_027,str_027,288
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_027,str_027,169
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_027,str_027,752
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_027,str_027,825
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_027,str_027,641
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_027,str_027,433
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_027,str_027,304
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_027,str_027,181
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_028,str_028,1066
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_028,str_028,871
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_028,str_028,672
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_028,str_028,467
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_028,str_028,296
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_028,str_028,189
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_028,str_028,1034
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_028,str_028,911
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_028,str_028,564
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_028,str_028,476
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_028,str_028,304
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_028,str_028,214
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_028,str_028,1175
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_028,str_028,662
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_028,str_028,689
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_028,str_028,378
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_028,str_028,319
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_028,str_028,222
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_029,str_029,721
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_029,str_029,730
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_029,str_029,590
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_029,str_029,462
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_029,str_029,312
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_029,str_029,208
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_029,str_029,826
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_029,str_029,750
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_029,str_029,625
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_029,str_029,460
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_029,str_029,341
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_029,str_029,229
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_029,str_029,902
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_029,str_029,807
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_029,str_029,567
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_029,str_029,379
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_029,str_029,301
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_029,str_029,184
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_030,str_030,751
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_030,str_030,545
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_030,str_030,577
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_030,str_030,411
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_030,str_030,270
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_030,str_030,189
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_030,str_030,750
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_030,str_030,588
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_030,str_030,547
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_030,str_030,415
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_030,str_030,317
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_030,str_030,192
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_030,str_030,615
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_030,str_030,700
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_030,str_030,459
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_030,str_030,413
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_030,str_030,275
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_030,str_030,218
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_031,str_031,1235
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_031,str_031,1112
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_031,str_031,956
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_031,str_031,727
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_031,str_031,569
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_031,str_031,351
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_031,str_031,1290
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_031,str_031,1193
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_031,str_031,1032
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_031,str_031,756
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_031,str_031,653
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_031,str_031,422
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_031,str_031,1291
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_031,str_031,1140
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_031,str_031,1008
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_031,str_031,852
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_031,str_031,517
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_031,str_031,337
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_032,str_032,1066
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_032,str_032,689
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_032,str_032,585
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_032,str_032,358
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_032,str_032,285
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_032,str_032,171
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_032,str_032,954
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_032,str_032,770
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_032,str_032,651
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_032,str_032,395
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_032,str_032,330
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_032,str_032,197
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_032,str_032,640
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_032,str_032,648
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_032,str_032,654
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_032,str_032,344
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_032,str_032,353
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_032,str_032,198
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_033,str_033,685
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_033,str_033,626
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_033,str_033,416
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_033,str_033,406
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_033,str_033,267
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_033,str_033,173
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_033,str_033,651
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_033,str_033,743
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_033,str_033,437
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_033,str_033,467
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_033,str_033,265
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_033,str_033,203
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_033,str_033,743
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_033,str_033,761
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_033,str_033,482
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_033,str_033,401
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_033,str_033,208
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_033,str_033,166
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_034,str_034,893
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_034,str_034,798
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_034,str_034,709
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_034,str_034,468
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_034,str_034,268
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_034,str_034,215
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_034,str_034,1120
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_034,str_034,773
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_034,str_034,705
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_034,str_034,378
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_034,str_034,270
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_034,str_034,191
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_034,str_034,874
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_034,str_034,721
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_034,str_034,644
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_034,str_034,455
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_034,str_034,316
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_034,str_034,235
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_035,str_035,2425
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_035,str_035,1568
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_035,str_035,1495
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_035,str_035,1005
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_035,str_035,674
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_035,str_035,390
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_035,str_035,2148
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_035,str_035,1828
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_035,str_035,1385
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_035,str_035,1034
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_035,str_035,641
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_035,str_035,430
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_035,str_035,2134
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_035,str_035,1762
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_035,str_035,1497
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_035,str_035,1081
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_035,str_035,621
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_035,str_035,448
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_036,str_036,1155
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_036,str_036,743
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_036,str_036,713
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_036,str_036,356
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_036,str_036,259
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_036,str_036,220
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_036,str_036,961
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_036,str_036,850
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_036,str_036,649
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_036,str_036,382
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_036,str_036,317
